url,title,date,summary
https://www.detik.com/jabar/berita/d-6921847/pria-ditemukan-tewas-dengan-luka-bacok-di-bawah-jembatan-tasik,Pria Ditemukan Tewas dengan Luka Bacok di Bawah Jembatan Tasik,2023-09-09 11:52:00,"Seorang pemuda ditemukan tewas dengan luka bacok di Sungai Ciloseh persis di bawah jembatan Jalan Letnan Harun, Kecamatan Bungursari, Kota Tasikmalaya."
https://news.detik.com/berita/d-6914370/pesan-panglima-tni-agar-prajurit-selalu-bermanfaat-untuk-rakyat,Pesan Panglima TNI agar Prajurit Selalu Bermanfaat untuk Rakyat,2023-09-05 14:07:00,Panglima TNI Laksamana Yudo Margono selalu mengingatkan para prajuritnya untuk bermanfaat bagi rakyat.
https://www.detik.com/jabar/berita/d-6914100/blak-blakan-ridwan-kamil-uu-ruzhanul-ulum-soal-rencana-politiknya,Blak-blakan Ridwan Kamil-Uu Ruzhanul Ulum soal Rencana Politiknya,2023-09-05 12:15:00,Ridwan Kamil dan Uu Ruzhanul Ulum blak-blakan soal rencana langkah kariernya usai tak lagi menjadi Gubernur dan Wakil Gubernur Jabar.
https://www.detik.com/jabar/berita/d-6913681/viral-konvoi-pernikahan-anak-juragan-tekstil-disambut-warga-tasikmalaya,Viral Konvoi Pernikahan Anak Juragan Tekstil Disambut Warga Tasikmalaya,2023-09-05 08:26:00,Iring-iringan pengantin yang dinarasikan seagai perayaan pernikahan 'sultan' di Tasikmalaya viral di media sosial. Ini fakta di baliknya.
https://www.detik.com/jabar/berita/d-6910340/aksi-pemuda-mabuk-rusak-masjid-berujung-serahkan-diri,Aksi Pemuda Mabuk Rusak Masjid Berujung Serahkan Diri,2023-09-03 13:00:00,Pemuda bernama Hibar hilang kesadaran karena mabuk. Tanpa alasan yang jelas ia nekat merusak Masjid Jami Al Hidayah di Tasikmalaya.
https://www.detik.com/jabar/wisata/d-6907945/kampung-dokdak-jadi-trip-wisata-baru-di-ciamis,Kampung Dokdak Jadi Trip Wisata Baru di Ciamis,2023-09-03 10:00:00,"Kampung Dokdak, julukan sentra pembuatan perkakas peralatan pertanian di Kabupaten Ciamis, bakal dibuka menjadi salah satu trip kunjungan wisata baru."
https://www.detik.com/edu/detikpedia/d-6909039/latar-belakang-pemberontakan-ditii-di-seluruh-daerah-dan-penyelesaiannya,Latar Belakang Pemberontakan DI/TII di Seluruh Daerah dan Penyelesaiannya,2023-09-03 09:00:00,"Jadi pemberontakan pertama pasca kemerdekaan, ini latar belakang pergerakan DI/TII di seluruh daerah Indonesia."
https://www.detik.com/jabar/berita/d-6909398/senyum-anies-baswedan-saat-ditanya-duet-dengan-cak-imin-di-pilpres,Senyum Anies Baswedan Saat Ditanya Duet dengan Cak Imin di Pilpres,2023-09-02 14:07:00,Manuver politik yang tengah dilakukan Anies Baswedan dan Partai NasDem tengah menjadi isu sentral Pilpres 2024.
https://www.detik.com/jabar/berita/d-6909287/bendera-partai-demokrat-sambut-kedatangan-anies-di-tasikmalaya,Bendera Partai Demokrat 'Sambut' Kedatangan Anies di Tasikmalaya,2023-09-02 12:46:00,Bakal calon presiden Anies Baswedan menghadiri acara jalan sehat PKS di Tasikmalaya. Dalam acara itu terlihat juga berkibar bendera Partai Demokrat.
https://www.detik.com/jabar/berita/d-6909173/anies-baswedan-bila-ada-yang-berbeda-dihormati,"Anies Baswedan: Bila Ada yang Berbeda, Dihormati",2023-09-02 11:17:00,"Anies Baswedan berkunjung ke Tasikmalaya. Di sana, Anies Baswedan berbicara soal persaudaraan hingga perbedaan yang harus dihormati."
https://www.detik.com/jabar/bisnis/d-6908606/cuan-gede-dari-bisnis-perencana-pernikahan,Cuan Gede dari Bisnis Perencana Pernikahan,2023-09-02 05:30:00,Pada 2022 komunitas pelaku usaha perencanaan pernikahan atau wedding organizer di Taskimalaya membukukan nilai transaksi lebih dari Rp 13 miliar.
https://news.detik.com/pemilu/d-6908743/demokrat-keluar-pks-mau-jalan-bareng-anies-sapa-relawan-di-tasikmalaya,"Demokrat Keluar, PKS Mau Jalan Bareng Anies Sapa Relawan di Tasikmalaya",2023-09-01 22:26:00,"Menurutnya, kehadiran Anies pada acara tersebut merupakan wujud kolaborasi seluruh simpul relawan."
https://www.detik.com/jabar/berita/d-6908473/jabar-hari-ini-api-berkobar-di-gunung-walat-dan-kios-depan-unpas,Jabar Hari Ini: Api Berkobar di Gunung Walat dan Kios Depan Unpas,2023-09-01 22:00:00,"Beragam peristiwa terjadi di Jawa Barat (Jabar) hari ini, Jumat (1/9/2023). Seperti Gunung Walat dan kios depan Universitas Pasundan kebakaran."
https://www.detik.com/jabar/hukum-dan-kriminal/d-6907742/pengakuan-pemuda-mabuk-perusak-masjid-di-tasikmalaya,Pengakuan Pemuda Mabuk Perusak Masjid di Tasikmalaya,2023-09-01 14:17:00,"Hibar (25), pemuda mabuk yang merusak Masjid Al Hidayah, Kota Tasikmalaya, terlihat lesu saat diperiksa di Mapolsek Indihiang."
https://www.detik.com/jabar/hukum-dan-kriminal/d-6907600/pemuda-mabuk-rusak-masjid-di-tasik-serahkan-diri-ke-polisi,Pemuda Mabuk Rusak Masjid di Tasik Serahkan Diri ke Polisi,2023-09-01 13:27:00,Pemuda Tasikmalaya yang merusak masjid dalam keadaan mabuk akhirnya menyerahkan diri ke polisi. Pria bernama Hibar itu sempat buron selama tiga hari.
https://www.detik.com/jabar/berita/d-6905843/masjid-dirusak-pemuda-mabuk-dmi-kota-tasikmalaya-angkat-bicara,"Masjid Dirusak Pemuda Mabuk, DMI Kota Tasikmalaya Angkat Bicara",2023-08-31 21:30:00,"Dewan Masjid Indonesia (DMI) Kota Tasikmalaya meminta pengurus masjid waspada, jika ada orang asing dan mencurigakan."
https://www.detik.com/jabar/berita/d-6904971/polisi-buru-pemuda-mabuk-perusak-masjid-di-tasikmalaya,Polisi Buru Pemuda Mabuk Perusak Masjid di Tasikmalaya,2023-08-31 08:21:00,"Polisi masih memburu H (25), pemuda mabuk yang melakukan perusakan Masjid Al Hidayah, Kampung Cikiara, Kelurahan Panglayungan, Kecamatan Cipedes, Tasikmalaya."
